Франция;Париж;рок;Пуперы;+;21;10;1;4;1;4;44;+;4+;4;+.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4.

Результаты первого условия(среди всех команд): 1
Результаты второго условия(по странам): 1
